STATION,NAME,DATE,PRCP,PRCP_ATTRIBUTES,SNOW,SNOW_ATTRIBUTES,SNWD,SNWD_ATTRIBUTES,TMAX,TMAX_ATTRIBUTES,TMIN,TMIN_ATTRIBUTES,TOBS,TOBS_ATTRIBUTES
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",3/05/2014,0,",,7,0700",0,",,7,",0,",,7,",56,",,7",45,",,7",48,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",4/05/2014,0.14,",,7,0700",0,",,7,",0,",,7,",58,",,7",39,",,7",44,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",5/05/2014,0,",,7,0700",0,",,7,",0,",,7,",54,",,7",38,",,7",43,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",6/05/2014,0,",,7,0700",0,",,7,",0,",,7,",55,",,7",39,",,7",44,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",7/05/2014,0,",,7,0700",0,",,7,",0,",,7,",57,",,7",31,",,7",35,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",8/05/2014,0.05,",,7,0700",0,",,7,",0,",,7,",66,",,7",35,",,7",54,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",9/05/2014,0.46,",,7,0700",0,",,7,",0,",,7,",76,",,7",54,",,7",61,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",10/05/2014,0.22,",,7,0700",0,",,7,",0,",,7,",82,",,7",60,",,7",67,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",11/05/2014,0,",,7,0700",0,",,7,",0,",,7,",75,",,7",41,",,7",46,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",12/05/2014,0,",,7,0700",0,",,7,",0,",,7,",74,",,7",45,",,7",49,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",13/05/2014,0,",,7,0700",0,",,7,",0,",,7,",80,",,7",49,",,7",61,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",14/05/2014,0.59,",,7,0700",0,",,7,",0,",,7,",84,",,7",54,",,7",55,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",15/05/2014,0,",,7,0700",0,",,7,",0,",,7,",81,",,7",55,",,7",65,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",16/05/2014,0.7,",,7,0700",0,",,7,",0,",,7,",78,",,7",48,",,7",48,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",17/05/2014,1.27,",,7,0700",0,",,7,",0,",,7,",53,",,7",42,",,7",43,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",18/05/2014,0.03,",,7,0700",0,",,7,",0,",,7,",55,",,7",40,",,7",43,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",19/05/2014,0.01,",,7,0700",0,",,7,",0,",,7,",58,",,7",33,",,7",38,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",20/05/2014,0.02,",,7,0700",0,",,7,",0,",,7,",65,",,7",38,",,7",44,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",21/05/2014,0,"T,,7,0700",0,",,7,",0,",,7,",71,",,7",44,",,7",57,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",22/05/2014,0.22,",,7,0700",0,",,7,",0,",,7,",65,",,7",56,",,7",57,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",23/05/2014,0.01,",,7,0700",0,",,7,",0,",,7,",74,",,7",52,",,7",53,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",24/05/2014,0,"T,,7,0700",0,",,7,",0,",,7,",57,",,7",51,",,7",54,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",25/05/2014,0,"T,,7,0700",0,",,7,",0,",,7,",69,",,7",43,",,7",46,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",26/05/2014,0,",,7,0700",0,",,7,",0,",,7,",74,",,7",43,",,7",57,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",27/05/2014,0,",,7,0700",0,",,7,",0,",,7,",82,",,7",57,",,7",61,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",28/05/2014,0.23,",,7,0700",0,",,7,",0,",,7,",82,",,7",54,",,7",54,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",29/05/2014,0.01,",,7,0700",0,",,7,",0,",,7,",59,",,7",51,",,7",52,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",30/05/2014,0,",,7,0700",0,",,7,",0,",,7,",59,",,7",44,",,7",51,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",31/05/2014,0,",,7,0700",0,",,7,",0,",,7,",72,",,7",41,",,7",45,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",1/06/2014,0,",,7,0700",0,",,7,",0,",,7,",70,",,7",42,",,7",51,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",2/06/2014,0,",,7,0700",0,",,7,",0,",,7,",77,",,7",51,",,7",60,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",3/06/2014,0.01,",,7,0700",0,",,7,",0,",,7,",85,",,7",60,",,7",69,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",4/06/2014,0.08,",,7,0700",0,",,7,",0,",,7,",82,",,7",47,",,7",58,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",5/06/2014,0,"T,,7,0700",0,",,7,",0,",,7,",72,",,7",50,",,7",57,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",6/06/2014,0,",,7,0700",0,",,7,",0,",,7,",65,",,7",52,",,7",54,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",7/06/2014,0,",,7,0700",0,",,7,",0,",,7,",70,",,7",45,",,7",48,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",8/06/2014,0,",,7,0700",0,",,7,",0,",,7,",78,",,7",47,",,7",52,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",9/06/2014,2.16,",,7,0700",0,",,7,",0,",,7,",81,",,7",52,",,7",63,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",10/06/2014,0.01,",,7,0700",0,",,7,",0,",,7,",66,",,7",62,",,7",65,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",11/06/2014,0.16,",,7,0700",0,",,7,",0,",,7,",77,",,7",64,",,7",67,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",12/06/2014,0,"T,,7,0700",0,",,7,",0,",,7,",69,",,7",61,",,7",64,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",13/06/2014,0.58,",,7,0700",0,",,7,",0,",,7,",68,",,7",64,",,7",66,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",14/06/2014,0.28,",,7,0700",0,",,7,",0,",,7,",81,",,7",50,",,7",51,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",15/06/2014,0,",,7,0700",0,",,7,",0,",,7,",58,",,7",51,",,7",54,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",16/06/2014,0,",,7,0700",0,",,7,",0,",,7,",70,",,7",47,",,7",63,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",17/06/2014,0,"T,,7,0700",0,",,7,",0,",,7,",83,",,7",58,",,7",64,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",18/06/2014,0.6,",,7,0700",0,",,7,",0,",,7,",86,",,7",64,",,7",66,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",19/06/2014,0.1,",,7,0700",0,",,7,",0,",,7,",76,",,7",62,",,7",63,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",20/06/2014,0,",,7,0700",0,",,7,",0,",,7,",73,",,7",42,",,7",53,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",21/06/2014,0,",,7,0700",0,",,7,",0,",,7,",69,",,7",42,",,7",52,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",22/06/2014,0,",,7,0700",0,",,7,",0,",,7,",74,",,7",44,",,7",49,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",23/06/2014,0,",,7,0700",0,",,7,",0,",,7,",76,",,7",48,",,7",64,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",24/06/2014,0,",,7,0700",0,",,7,",0,",,7,",79,",,7",64,",,7",67,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",25/06/2014,0.36,",,7,0700",0,",,7,",0,",,7,",80,",,7",67,",,7",69,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",26/06/2014,0.8,",,7,0700",0,",,7,",0,",,7,",75,",,7",63,",,7",63,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",27/06/2014,0,",,7,0700",0,",,7,",0,",,7,",77,",,7",54,",,7",61,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",28/06/2014,0,",,7,0700",0,",,7,",0,",,7,",83,",,7",57,",,7",67,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",29/06/2014,0,",,7,0700",0,",,7,",0,",,7,",83,",,7",62,",,7",71,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",30/06/2014,0,"T,,7,0700",0,",,7,",0,",,7,",84,",,7",66,",,7",70,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",1/07/2014,0,",,7,0700",0,",,7,",0,",,7,",85,",,7",70,",,7",75,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",2/07/2014,0.01,",,7,0700",0,",,7,",0,",,7,",89,",,7",70,",,7",78,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",3/07/2014,0.06,",,7,0700",0,",,7,",0,",,7,",87,",,7",63,",,7",68,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",4/07/2014,1.42,",,7,0700",0,",,7,",0,",,7,",83,",,7",57,",,7",58,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",5/07/2014,0,",,7,0700",0,",,7,",0,",,7,",68,",,7",47,",,7",59,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",6/07/2014,0,",,7,0700",0,",,7,",0,",,7,",76,",,7",48,",,7",61,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",7/07/2014,0,",,7,0700",0,",,7,",0,",,7,",80,",,7",59,",,7",67,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",8/07/2014,0.29,",,7,0700",0,",,7,",0,",,7,",79,",,7",64,",,7",71,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",9/07/2014,0.63,",,7,0700",0,",,7,",0,",,7,",82,",,7",57,",,7",69,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",10/07/2014,0.06,",,7,0700",0,",,7,",0,",,7,",77,",,7",53,",,7",61,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",11/07/2014,0,",,7,0700",0,",,7,",0,",,7,",73,",,7",50,",,7",61,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",12/07/2014,0,",,7,0700",0,",,7,",0,",,7,",80,",,7",58,",,7",69,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",13/07/2014,0,",,7,0700",0,",,7,",0,",,7,",85,",,7",66,",,7",71,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",14/07/2014,0.47,",,7,0700",0,",,7,",0,",,7,",77,",,7",63,",,7",71,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",15/07/2014,0,",,7,0700",0,",,7,",0,",,7,",81,",,7",65,",,7",68,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",16/07/2014,0.16,",,7,0700",0,",,7,",0,",,7,",78,",,7",53,",,7",62,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",17/07/2014,0,",,7,0700",0,",,7,",0,",,7,",72,",,7",51,",,7",57,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",18/07/2014,0.02,",,7,0700",0,",,7,",0,",,7,",69,",,7",48,",,7",56,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",19/07/2014,0,",,7,0700",0,",,7,",0,",,7,",78,",,7",53,",,7",58,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",20/07/2014,0,",,7,0700",0,",,7,",0,",,7,",77,",,7",58,",,7",61,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",21/07/2014,0,",,7,0700",0,",,7,",0,",,7,",79,",,7",61,",,7",68,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",22/07/2014,0,",,7,0700",0,",,7,",0,",,7,",82,",,7",65,",,7",72,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",23/07/2014,0,",,7,0700",0,",,7,",0,",,7,",85,",,7",70,",,7",75,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",24/07/2014,0.26,",,7,0700",0,",,7,",0,",,7,",87,",,7",59,",,7",61,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",25/07/2014,0,",,7,0700",0,",,7,",0,",,7,",68,",,7",45,",,7",53,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",26/07/2014,0,",,7,0700",0,",,7,",0,",,7,",78,",,7",51,",,7",57,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",27/07/2014,0,",,7,0700",0,",,7,",0,",,7,",79,",,7",57,",,7",72,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",28/07/2014,0.25,",,7,0700",0,",,7,",0,",,7,",84,",,7",62,",,7",66,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",29/07/2014,0.17,",,7,0700",0,",,7,",0,",,7,",71,",,7",50,",,7",57,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",30/07/2014,0,",,7,0700",0,",,7,",0,",,7,",66,",,7",47,",,7",56,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",31/07/2014,0.05,",,7,0700",0,",,7,",0,",,7,",72,",,7",54,",,7",58,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",1/08/2014,0.12,",,7,0700",0,",,7,",0,",,7,",73,",,7",53,",,7",65,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",2/08/2014,0,",,7,0700",0,",,7,",0,",,7,",81,",,7",62,",,7",66,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",3/08/2014,0,",,7,0700",0,",,7,",0,",,7,",81,",,7",58,",,7",64,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",4/08/2014,2.14,",,7,0700",0,",,7,",0,",,7,",77,",,7",60,",,7",62,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",5/08/2014,0,",,7,0700",0,",,7,",0,",,7,",80,",,7",57,",,7",63,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",6/08/2014,0.4,",,7,0700",0,",,7,",0,",,7,",79,",,7",59,",,7",62,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",7/08/2014,0,",,7,0700",0,",,7,",0,",,7,",74,",,7",49,",,7",57,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",8/08/2014,0,",,7,0700",0,",,7,",0,",,7,",73,",,7",48,",,7",54,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",9/08/2014,0,",,7,0700",0,",,7,",0,",,7,",75,",,7",47,",,7",53,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",10/08/2014,0,",,7,0700",0,",,7,",0,",,7,",80,",,7",49,",,7",55,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",11/08/2014,0,",,7,0700",0,",,7,",0,",,7,",82,",,7",54,",,7",67,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",12/08/2014,0.22,",,7,0700",0,",,7,",0,",,7,",80,",,7",62,",,7",63,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",13/08/2014,1.28,",,7,0700",0,",,7,",0,",,7,",70,",,7",62,",,7",64,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",14/08/2014,0.02,",,7,0700",0,",,7,",0,",,7,",73,",,7",47,",,7",48,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",15/08/2014,0,",,7,0700",0,",,7,",0,",,7,",68,",,7",48,",,7",54,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",16/08/2014,0,",,7,0700",0,",,7,",0,",,7,",66,",,7",47,",,7",50,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",17/08/2014,0.07,",,7,0700",0,",,7,",0,",,7,",70,",,7",49,",,7",60,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",18/08/2014,0,",,7,0700",0,",,7,",0,",,7,",70,",,7",52,",,7",56,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",19/08/2014,0,",,7,0700",0,",,7,",0,",,7,",70,",,7",45,",,7",47,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",20/08/2014,0,",,7,0700",0,",,7,",0,",,7,",78,",,7",47,",,7",65,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",21/08/2014,0.78,",,7,0700",0,",,7,",0,",,7,",78,",,7",64,",,7",66,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",22/08/2014,0.93,",,7,0700",0,",,7,",0,",,7,",78,",,7",60,",,7",62,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",23/08/2014,0.09,",,7,0700",0,",,7,",0,",,7,",78,",,7",62,",,7",63,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",24/08/2014,0,",,7,0700",0,",,7,",0,",,7,",67,",,7",54,",,7",57,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",25/08/2014,0,",,7,0700",0,",,7,",0,",,7,",79,",,7",51,",,7",54,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",26/08/2014,0,",,7,0700",0,",,7,",0,",,7,",79,",,7",51,",,7",53,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",27/08/2014,0,",,7,0700",0,",,7,",0,",,7,",83,",,7",53,",,7",65,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",28/08/2014,0,",,7,0700",0,",,7,",0,",,7,",77,",,7",53,",,7",58,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",29/08/2014,0,",,7,0700",0,",,7,",0,",,7,",67,",,7",45,",,7",47,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",30/08/2014,0,",,7,0700",0,",,7,",0,",,7,",75,",,7",47,",,7",59,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",31/08/2014,0,"T,,7,0700",0,",,7,",0,",,7,",78,",,7",59,",,7",68,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",1/09/2014,0.32,",,7,0700",0,",,7,",0,",,7,",76,",,7",59,",,7",62,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",2/09/2014,0,",,7,0700",0,",,7,",0,",,7,",81,",,7",62,",,7",71,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",3/09/2014,0.78,",,7,0700",0,",,7,",0,",,7,",85,",,7",61,",,7",61,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",4/09/2014,0,",,7,0700",0,",,7,",0,",,7,",78,",,7",55,",,7",63,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",5/09/2014,0,",,7,0700",0,",,7,",0,",,7,",83,",,7",63,",,7",69,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",6/09/2014,0,",,7,0700",0,",,7,",0,",,7,",86,",,7",67,",,7",70,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",7/09/2014,0.06,",,7,0700",0,",,7,",0,",,7,",74,",,7",49,",,7",57,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",8/09/2014,0,",,7,0700",0,",,7,",0,",,7,",70,",,7",42,",,7",46,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",9/09/2014,0,",,7,0700",0,",,7,",0,",,7,",74,",,7",46,",,7",57,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",10/09/2014,0,",,7,0700",0,",,7,",0,",,7,",70,",,7",57,",,7",61,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",11/09/2014,0.02,",,7,0700",0,",,7,",0,",,7,",73,",,7",61,",,7",67,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",12/09/2014,0.02,",,7,0700",0,",,7,",0,",,7,",72,",,7",49,",,7",49,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",13/09/2014,0.01,",,7,0700",0,",,7,",0,",,7,",55,",,7",39,",,7",49,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",14/09/2014,0.19,",,7,0700",0,",,7,",0,",,7,",64,",,7",44,",,7",46,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",15/09/2014,0,",,7,0700",0,",,7,",0,",,7,",59,",,7",46,",,7",48,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",16/09/2014,0.36,",,7,0700",0,",,7,",0,",,7,",67,",,7",48,",,7",53,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",17/09/2014,0,",,7,0700",0,",,7,",0,",,7,",63,",,7",40,",,7",43,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",18/09/2014,0,",,7,0700",0,",,7,",0,",,7,",65,",,7",41,",,7",47,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",19/09/2014,0,",,7,0700",0,",,7,",0,",,7,",64,",,7",32,",,7",35,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",20/09/2014,0,",,7,0700",0,",,7,",0,",,7,",62,",,7",35,",,7",59,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",21/09/2014,0,",,7,0700",0,",,7,",0,",,7,",70,",,7",58,",,7",62,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",22/09/2014,0.43,",,7,0700",0,",,7,",0,",,7,",77,",,7",48,",,7",48,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",23/09/2014,0.02,",,7,0700",0,",,7,",0,",,7,",53,",,7",38,",,7",45,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",24/09/2014,0,",,7,0700",0,",,7,",0,",,7,",68,",,7",41,",,7",46,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",25/09/2014,0,",,7,0700",0,",,7,",0,",,7,",72,",,7",44,",,7",45,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",26/09/2014,0,",,7,0700",0,",,7,",0,",,7,",67,",,7",42,",,7",43,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",27/09/2014,0,",,7,0700",0,",,7,",0,",,7,",71,",,7",43,",,7",46,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",28/09/2014,0,",,7,0700",0,",,7,",0,",,7,",76,",,7",46,",,7",50,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",29/09/2014,0,",,7,0700",0,",,7,",0,",,7,",80,",,7",50,",,7",52,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",30/09/2014,0,",,7,0700",0,",,7,",0,",,7,",76,",,7",52,",,7",55,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",1/10/2014,0.13,",,7,0700",0,",,7,",0,",,7,",76,",,7",51,",,7",52,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",2/10/2014,0,"T,,7,0700",0,",,7,",0,",,7,",70,",,7",47,",,7",55,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",3/10/2014,0,",,7,0700",0,",,7,",0,",,7,",71,",,7",53,",,7",56,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",4/10/2014,0.13,",,7,0700",0,",,7,",0,",,7,",70,",,7",56,",,7",57,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",5/10/2014,0.11,",,7,0700",0,",,7,",0,",,7,",58,",,7",31,",,7",38,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",6/10/2014,0,",,7,0700",0,",,7,",0,",,7,",54,",,7",37,",,7",44,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",7/10/2014,0,",,7,0700",0,",,7,",0,",,7,",65,",,7",44,",,7",56,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",8/10/2014,0.13,",,7,0700",0,",,7,",0,",,7,",66,",,7",53,",,7",53,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",9/10/2014,0,",,7,0700",0,",,7,",0,",,7,",64,",,7",40,",,7",45,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",10/10/2014,0,",,7,0700",0,",,7,",0,",,7,",61,",,7",33,",,7",33,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",11/10/2014,0,",,7,0700",0,",,7,",0,",,7,",57,",,7",33,",,7",40,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",12/10/2014,0,",,7,0700",0,",,7,",0,",,7,",55,",,7",28,",,7",30,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",13/10/2014,0,",,7,0700",0,",,7,",0,",,7,",59,",,7",30,",,7",52,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",14/10/2014,0,"T,,7,0700",0,",,7,",0,",,7,",64,",,7",52,",,7",63,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",15/10/2014,0.01,",,7,0700",0,",,7,",0,",,7,",77,",,7",63,",,7",66,",,7,0700"
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",16/10/2014,1.5,",,7,0700",0,",,7,",0,",,7,",68,",,7",59,",,7",61,",,7,0700"
